weight
1.0
0.7958871
0.4018924
0.79695934
0.8552341
0.6341928
0.71025765
0.83891076
0.54662746
0.85767937
0.66545045
0.5105649
0.85398424
1.0
0.5145788
0.4645859
0.43111476
0.5904571
0.43081045
0.5352527
0.43586993
0.7958871
1.0
0.7207416
0.85571456
0.5459192
0.7921192
0.84854645
0.46073723
0.48089096
0.77953756
0.5842293
0.48108017
0.88685864
0.5145788
1.0
0.7914193
0.60532576
0.74314135
0.40642244
0.8332849
0.6194454
0.70527875
0.77024484
0.4018924
0.4645859
0.7914193
1.0
0.7034557
0.8118706
0.4660107
0.8720875
0.65952355
0.7242691
0.76605076
0.79695934
0.43111476
0.7207416
0.60532576
0.7034557
1.0
0.78753287
0.8972145
0.74378866
0.8230277
0.8299597
0.92466563
0.90572846
0.823624
0.7550706
0.8552341
0.85571456
0.78753287
1.0
0.61727864
0.70191604
0.8716251
0.46400663
0.80306894
0.66360444
0.5121578
0.9049689
0.6341928
0.5459192
0.74314135
0.8118706
0.8972145
0.61727864
1.0
0.5680122
0.7092257
0.87708974
0.82931477
0.9624578
0.93332493
0.5532151
0.71025765
0.5904571
0.7921192
0.4660107
0.74378866
0.70191604
0.5680122
1.0
0.44972545
0.7395025
0.5599734
0.43207216
0.7586214
0.5593543
0.48124543
0.7098819
0.43081045
0.44972545
1.0
0.70512784
0.5587064
0.83891076
0.84854645
0.40642244
0.8230277
0.8716251
0.7092257
0.7395025
1.0
0.5629314
0.81062025
0.77113175
0.6639091
0.8287972
0.54662746
0.5352527
0.46073723
0.8332849
0.8720875
0.8299597
0.46400663
0.87708974
0.5599734
0.5629314
1.0
0.81828153
0.8244538
0.84262085
0.4511526
0.70512784
1.0
0.48089096
0.43207216
0.5587064
1.0
0.4235781
0.85767937
0.43586993
0.77953756
0.6194454
0.65952355
0.92466563
0.80306894
0.82931477
0.7586214
0.81062025
0.81828153
1.0
0.83080333
0.73854506
0.8042365
0.66545045
0.5842293
0.70527875
0.7242691
0.90572846
0.66360444
0.9624578
0.5593543
0.77113175
0.8244538
0.83080333
1.0
0.9456785
0.5858647
0.5105649
0.48108017
0.77024484
0.76605076
0.823624
0.5121578
0.93332493
0.48124543
0.6639091
0.84262085
0.73854506
0.9456785
1.0
0.4420813
0.85398424
0.88685864
0.7550706
0.9049689
0.5532151
0.7098819
0.8287972
0.4511526
0.4235781
0.8042365
0.5858647
0.4420813
1.0
